delivery_risk,delivery_status,late_delivery_risk,customer_segment,department_name,order_item_profit_ratio,order_item_quantity,order_status,shipping_mode,order_year,order_month,order_day,order_hour,order_minute,order_weekend,ship_year,ship_month,ship_day,ship_hour,ship_minute,ship_weekend
0,Shipping on time,0,Corporate,Apparel,0.129999995,1,CLOSED,Second Class,2017,10,22,8,12,1,2017,10,24,8,12,0
4,Late delivery,1,Consumer,Golf,-0.01,3,PENDING_PAYMENT,Second Class,2015,12,26,2,7,1,2016,1,1,2,7,0
0,Shipping on time,0,Corporate,Apparel,0.340000004,1,PENDING_PAYMENT,Standard Class,2017,3,7,15,0,0,2017,3,11,15,0,1
1,Late delivery,1,Consumer,Fan Shop,-2.700000048,1,ON_HOLD,Standard Class,2015,8,22,18,4,1,2015,8,27,18,4,0
1,Late delivery,1,Corporate,Fan Shop,0.5,1,ON_HOLD,Standard Class,2018,1,16,5,16,0,2018,1,21,5,16,1
1,Late delivery,1,Consumer,Fan Shop,-0.090000004,1,PROCESSING,Second Class,2017,1,22,14,21,1,2017,1,25,14,21,0
-2,Advance shipping,0,Corporate,Fan Shop,0.360000014,1,PENDING,Standard Class,2015,3,3,23,12,0,2015,3,5,23,12,0
2,Late delivery,1,Corporate,Apparel,0.289999992,1,COMPLETE,Standard Class,2016,10,2,9,15,1,2016,10,8,9,15,1
0,Shipping on time,0,Consumer,Fan Shop,0.340000004,2,PROCESSING,Standard Class,2015,3,4,12,10,0,2015,3,8,12,10,1
-2,Advance shipping,0,Consumer,Apparel,-2.549999952,1,PAYMENT_REVIEW,Standard Class,2016,1,14,5,25,0,2016,1,16,5,25,1
1,Late delivery,1,Consumer,Fan Shop,-0.800000012,1,PROCESSING,First Class,2017,5,5,22,48,0,2017,5,7,22,48,1
-2,Advance shipping,0,Consumer,Fan Shop,0.280000001,1,COMPLETE,Standard Class,2017,4,7,2,31,0,2017,4,9,2,31,1
1,Late delivery,1,Consumer,Fan Shop,0.419999987,4,COMPLETE,First Class,2017,2,3,4,32,0,2017,2,5,4,32,1
1,Late delivery,1,Corporate,Golf,0.330000013,1,PENDING,First Class,2017,9,16,7,54,1,2017,9,18,7,54,0
0,Shipping on time,0,Corporate,Fan Shop,0.460000008,1,PENDING_PAYMENT,Same Day,2015,3,28,5,50,1,2015,3,28,17,50,1
-2,Advance shipping,0,Corporate,Fan Shop,0.479999989,1,CLOSED,Standard Class,2016,12,22,4,46,0,2016,12,24,4,46,1
1,Late delivery,1,Consumer,Golf,0.25,2,PENDING_PAYMENT,First Class,2017,8,20,17,55,1,2017,8,22,17,55,0
1,Late delivery,1,Consumer,Fan Shop,0.330000013,5,PENDING,Standard Class,2016,5,31,13,59,0,2016,6,5,13,59,1
-1,Shipping canceled,0,Consumer,Fan Shop,-0.189999998,1,CANCELED,Standard Class,2015,3,27,16,52,0,2015,3,30,16,52,0
0,Shipping on time,0,Consumer,Apparel,0.270000011,1,PENDING,Standard Class,2016,9,5,10,10,0,2016,9,9,10,10,0
0,Shipping on time,0,Corporate,Fan Shop,0.300000012,1,PENDING_PAYMENT,Same Day,2017,12,5,11,38,0,2017,12,5,23,38,0
0,Shipping on time,0,Corporate,Apparel,-0.219999999,1,PENDING_PAYMENT,Same Day,2017,11,6,0,59,0,2017,11,6,12,59,0
1,Late delivery,1,Corporate,Outdoors,0.059999999,1,ON_HOLD,First Class,2015,5,9,7,31,1,2015,5,11,7,31,0
2,Late delivery,1,Consumer,Fan Shop,0.340000004,1,COMPLETE,Standard Class,2016,11,13,10,15,1,2016,11,19,10,15,1
1,Late delivery,1,Consumer,Apparel,0.300000012,2,PROCESSING,Standard Class,2017,8,23,9,20,0,2017,8,28,9,20,0
0,Shipping on time,0,Consumer,Apparel,0.5,1,CLOSED,Standard Class,2017,12,29,16,30,0,2018,1,2,16,30,0
1,Late delivery,1,Consumer,Fan Shop,0.479999989,1,COMPLETE,Second Class,2017,7,7,8,31,0,2017,7,10,8,31,0
-2,Advance shipping,0,Consumer,Footwear,0.340000004,1,PENDING_PAYMENT,Standard Class,2016,2,4,2,25,0,2016,2,6,2,25,1
2,Late delivery,1,Corporate,Fan Shop,0.029999999,1,COMPLETE,Standard Class,2015,1,12,5,24,0,2015,1,18,5,24,1
1,Late delivery,1,Consumer,Fan Shop,0.25999999,1,PAYMENT_REVIEW,First Class,2016,2,4,15,43,0,2016,2,6,15,43,1
1,Late delivery,1,Corporate,Outdoors,0.109999999,1,COMPLETE,First Class,2016,3,11,0,16,0,2016,3,13,0,16,1
3,Late delivery,1,Corporate,Fan Shop,0.200000003,4,COMPLETE,Second Class,2015,11,10,19,42,0,2015,11,15,19,42,1
0,Shipping on time,0,Home Office,Fan Shop,0.239999995,1,CLOSED,Standard Class,2016,6,28,9,2,0,2016,7,2,9,2,1
2,Late delivery,1,Consumer,Fan Shop,0.209999993,1,COMPLETE,Standard Class,2015,11,21,15,18,1,2015,11,27,15,18,0
-2,Advance shipping,0,Home Office,Apparel,0.319999993,1,COMPLETE,Standard Class,2016,11,12,3,4,1,2016,11,14,3,4,0
1,Late delivery,1,Home Office,Fan Shop,0.100000001,1,COMPLETE,First Class,2016,3,18,6,44,0,2016,3,20,6,44,1
-2,Advance shipping,0,Home Office,Fan Shop,0.170000002,1,PENDING_PAYMENT,Standard Class,2016,2,6,22,44,1,2016,2,8,22,44,0
4,Late delivery,1,Consumer,Apparel,0.25,3,COMPLETE,Second Class,2017,2,28,19,2,0,2017,3,6,19,2,0
-2,Advance shipping,0,Corporate,Golf,0.25999999,1,PENDING,Standard Class,2017,4,26,17,44,0,2017,4,28,17,44,0
4,Late delivery,1,Consumer,Apparel,0.340000004,2,COMPLETE,Second Class,2016,3,17,20,34,0,2016,3,23,20,34,0
1,Late delivery,1,Corporate,Outdoors,0.150000006,5,CLOSED,First Class,2016,7,28,21,16,0,2016,7,30,21,16,1
0,Shipping on time,0,Consumer,Apparel,0.360000014,5,CLOSED,Second Class,2017,3,7,5,32,0,2017,3,9,5,32,0
1,Late delivery,1,Consumer,Footwear,0.25999999,4,PENDING,First Class,2015,8,9,15,27,1,2015,8,11,15,27,0
1,Late delivery,1,Corporate,Apparel,0.460000008,3,COMPLETE,Second Class,2015,4,24,1,46,0,2015,4,27,1,46,0
1,Late delivery,1,Consumer,Fan Shop,0.349999994,1,PENDING_PAYMENT,First Class,2016,9,13,9,27,0,2016,9,15,9,27,0
1,Late delivery,1,Consumer,Golf,-0.300000012,2,COMPLETE,Standard Class,2016,7,7,22,52,0,2016,7,12,22,52,0
2,Late delivery,1,Home Office,Fan Shop,0.469999999,3,PROCESSING,Standard Class,2017,4,23,5,18,1,2017,4,29,5,18,1
0,Shipping on time,0,Consumer,Golf,-0.129999995,4,PENDING_PAYMENT,Standard Class,2015,4,15,6,9,0,2015,4,19,6,9,1
0,Shipping on time,0,Corporate,Fan Shop,0.180000007,1,COMPLETE,Standard Class,2015,9,30,20,38,0,2015,10,4,20,38,1
0,Shipping on time,0,Home Office,Apparel,0.02,1,PENDING_PAYMENT,Same Day,2017,12,18,11,26,0,2017,12,18,23,26,0
1,Late delivery,1,Consumer,Golf,-0.039999999,2,PENDING,First Class,2015,10,2,4,52,0,2015,10,4,4,52,1
0,Shipping on time,0,Corporate,Apparel,0.289999992,1,PROCESSING,Standard Class,2015,2,22,20,56,1,2015,2,26,20,56,0
2,Late delivery,1,Corporate,Fan Shop,0.479999989,1,CLOSED,Standard Class,2016,5,7,3,30,1,2016,5,13,3,30,0
-1,Advance shipping,0,Corporate,Golf,0.280000001,5,PROCESSING,Standard Class,2017,3,31,14,58,0,2017,4,3,14,58,0
-2,Advance shipping,0,Consumer,Footwear,-0.01,3,PENDING,Standard Class,2017,3,6,1,30,0,2017,3,8,1,30,0
1,Late delivery,1,Consumer,Fan Shop,0.100000001,1,COMPLETE,First Class,2016,9,24,12,4,1,2016,9,26,12,4,0
1,Late delivery,1,Corporate,Footwear,-0.230000004,3,COMPLETE,Standard Class,2015,5,14,18,12,0,2015,5,19,18,12,0
1,Late delivery,1,Corporate,Fan Shop,-2.700000048,1,COMPLETE,Standard Class,2015,1,13,12,35,0,2015,1,18,12,35,1
4,Late delivery,1,Corporate,Footwear,0.25999999,4,COMPLETE,Second Class,2017,3,3,20,36,0,2017,3,9,20,36,0
1,Late delivery,1,Corporate,Fan Shop,0.270000011,1,PENDING,Standard Class,2015,9,1,14,32,0,2015,9,6,14,32,1
0,Shipping on time,0,Consumer,Apparel,0.370000005,4,PENDING_PAYMENT,Standard Class,2015,3,5,16,12,0,2015,3,9,16,12,0
-1,Advance shipping,0,Consumer,Fan Shop,0.49000001,1,PENDING_PAYMENT,Standard Class,2016,5,20,5,46,0,2016,5,23,5,46,0
1,Late delivery,1,Consumer,Fan Shop,0.090000004,4,COMPLETE,Same Day,2016,8,21,22,17,1,2016,8,22,10,17,0
1,Late delivery,1,Consumer,Apparel,0.469999999,1,PROCESSING,Standard Class,2016,4,2,2,20,1,2016,4,7,2,20,0
-2,Advance shipping,0,Corporate,Golf,-0.699999988,5,CLOSED,Standard Class,2015,6,30,1,30,0,2015,7,2,1,30,0
-1,Advance shipping,0,Consumer,Fan Shop,0.239999995,1,COMPLETE,Standard Class,2015,4,3,3,1,0,2015,4,6,3,1,0
1,Late delivery,1,Home Office,Fan Shop,0.300000012,1,COMPLETE,Standard Class,2017,5,3,18,57,0,2017,5,8,18,57,0
0,Shipping on time,0,Consumer,Footwear,0.129999995,1,PENDING_PAYMENT,Standard Class,2016,4,28,15,36,0,2016,5,2,15,36,0
1,Late delivery,1,Consumer,Fan Shop,0.209999993,1,CLOSED,Standard Class,2017,3,15,16,2,0,2017,3,20,16,2,0
-1,Advance shipping,0,Consumer,Fan Shop,0.389999986,1,PENDING_PAYMENT,Standard Class,2015,6,26,13,46,0,2015,6,29,13,46,0
1,Late delivery,1,Home Office,Apparel,0.340000004,5,COMPLETE,First Class,2015,3,30,22,17,0,2015,4,1,22,17,0
1,Late delivery,1,Corporate,Fan Shop,0.360000014,1,COMPLETE,First Class,2017,4,22,11,5,1,2017,4,24,11,5,0
0,Shipping on time,0,Consumer,Golf,0.280000001,1,COMPLETE,Standard Class,2017,6,10,17,29,1,2017,6,14,17,29,0
4,Late delivery,1,Consumer,Golf,-1.600000024,5,PROCESSING,Second Class,2017,4,5,20,23,0,2017,4,11,20,23,0
1,Late delivery,1,Consumer,Golf,0.219999999,5,ON_HOLD,First Class,2016,8,3,16,21,0,2016,8,5,16,21,0
2,Late delivery,1,Corporate,Fan Shop,0.5,1,PENDING_PAYMENT,Standard Class,2015,10,2,22,23,0,2015,10,8,22,23,0
-2,Advance shipping,0,Home Office,Footwear,0.479999989,4,PENDING_PAYMENT,Standard Class,2015,9,18,15,24,0,2015,9,20,15,24,1
0,Shipping on time,0,Consumer,Fan Shop,0.059999999,1,PENDING_PAYMENT,Second Class,2017,4,29,5,17,1,2017,5,1,5,17,0
-2,Advance shipping,0,Corporate,Fan Shop,-2.549999952,1,CLOSED,Standard Class,2017,8,17,17,24,0,2017,8,19,17,24,1
1,Late delivery,1,Consumer,Fan Shop,0.289999992,4,PENDING,First Class,2017,8,4,22,8,0,2017,8,6,22,8,1
-2,Advance shipping,0,Home Office,Fan Shop,0.479999989,1,COMPLETE,Standard Class,2015,2,2,11,31,0,2015,2,4,11,31,0
0,Shipping on time,0,Home Office,Fan Shop,0.050000001,1,PENDING_PAYMENT,Second Class,2015,1,23,2,46,0,2015,1,25,2,46,1
1,Late delivery,1,Consumer,Fan Shop,0.25999999,1,CLOSED,First Class,2015,4,2,20,43,0,2015,4,4,20,43,1
-1,Advance shipping,0,Consumer,Apparel,-0.800000012,1,PROCESSING,Standard Class,2017,10,24,2,35,0,2017,10,27,2,35,0
1,Late delivery,1,Home Office,Fan Shop,0.460000008,5,PENDING,Standard Class,2016,5,26,21,52,0,2016,5,31,21,52,0
0,Shipping on time,0,Home Office,Fan Shop,0.25999999,1,PROCESSING,Standard Class,2015,10,1,14,9,0,2015,10,5,14,9,0
0,Shipping on time,0,Consumer,Golf,0.389999986,1,COMPLETE,Standard Class,2016,2,24,11,51,0,2016,2,28,11,51,1
-1,Advance shipping,0,Home Office,Footwear,0.159999996,3,COMPLETE,Standard Class,2016,7,11,22,31,0,2016,7,14,22,31,0
1,Late delivery,1,Corporate,Footwear,-0.200000003,4,PROCESSING,Standard Class,2016,3,15,6,55,0,2016,3,20,6,55,1
0,Shipping canceled,0,Corporate,Footwear,0.409999996,5,SUSPECTED_FRAUD,Standard Class,2017,8,30,10,54,0,2017,9,3,10,54,1
-1,Advance shipping,0,Consumer,Golf,0.449999988,4,CLOSED,Standard Class,2015,10,2,16,4,0,2015,10,5,16,4,0
-2,Advance shipping,0,Consumer,Apparel,0.469999999,1,COMPLETE,Standard Class,2016,9,18,11,2,1,2016,9,20,11,2,0
-1,Advance shipping,0,Consumer,Fan Shop,0.330000013,1,COMPLETE,Standard Class,2016,5,23,10,51,0,2016,5,26,10,51,0
0,Shipping on time,0,Corporate,Fan Shop,0.479999989,1,PENDING_PAYMENT,Second Class,2017,2,6,0,51,0,2017,2,8,0,51,0
0,Shipping on time,0,Consumer,Fan Shop,0.109999999,1,PENDING_PAYMENT,Standard Class,2016,4,7,11,36,0,2016,4,11,11,36,0
1,Late delivery,1,Consumer,Apparel,0.340000004,1,PENDING_PAYMENT,First Class,2016,10,25,21,40,0,2016,10,27,21,40,0
1,Shipping canceled,0,Corporate,Apparel,-0.699999988,1,SUSPECTED_FRAUD,Same Day,2017,12,26,19,8,0,2017,12,27,7,8,0
1,Late delivery,1,Corporate,Fan Shop,0.170000002,1,COMPLETE,Same Day,2017,3,24,14,27,0,2017,3,25,2,27,1
1,Late delivery,1,Consumer,Fan Shop,0.5,2,PENDING_PAYMENT,Second Class,2017,1,25,10,40,0,2017,1,28,10,40,1
1,Late delivery,1,Consumer,Fan Shop,0.270000011,1,COMPLETE,First Class,2016,1,20,12,4,0,2016,1,22,12,4,0
2,Late delivery,1,Corporate,Fan Shop,0.479999989,1,ON_HOLD,Standard Class,2016,5,10,12,5,0,2016,5,16,12,5,0
1,Late delivery,1,Home Office,Footwear,0.349999994,3,COMPLETE,Standard Class,2016,6,6,4,52,0,2016,6,11,4,52,1
0,Shipping on time,0,Consumer,Apparel,0.479999989,4,COMPLETE,Same Day,2015,7,10,10,35,0,2015,7,10,22,35,0
1,Late delivery,1,Consumer,Outdoors,0.349999994,4,PENDING,Standard Class,2016,6,14,2,3,0,2016,6,19,2,3,1
2,Late delivery,1,Corporate,Fan Shop,0.079999998,1,COMPLETE,Standard Class,2017,4,17,2,9,0,2017,4,23,2,9,1
1,Late delivery,1,Consumer,Apparel,0.49000001,1,PENDING_PAYMENT,First Class,2016,5,1,5,37,1,2016,5,3,5,37,0
-1,Advance shipping,0,Corporate,Golf,0.109999999,5,COMPLETE,Standard Class,2015,12,31,10,42,0,2016,1,3,10,42,1
2,Late delivery,1,Consumer,Fan Shop,0.360000014,4,PENDING,Standard Class,2015,6,15,17,48,0,2015,6,21,17,48,1
2,Late delivery,1,Corporate,Footwear,-0.25,4,CLOSED,Standard Class,2016,11,23,13,44,0,2016,11,29,13,44,0
-1,Advance shipping,0,Corporate,Golf,0.479999989,1,PENDING_PAYMENT,Standard Class,2017,1,22,7,21,1,2017,1,25,7,21,0
-1,Advance shipping,0,Corporate,Footwear,0.360000014,3,COMPLETE,Standard Class,2017,6,21,15,54,0,2017,6,24,15,54,1
-1,Advance shipping,0,Corporate,Fan Shop,-2.700000048,1,COMPLETE,Standard Class,2015,12,3,11,47,0,2015,12,6,11,47,1
1,Late delivery,1,Home Office,Apparel,0.469999999,3,COMPLETE,First Class,2015,6,24,15,52,0,2015,6,26,15,52,0
2,Late delivery,1,Home Office,Apparel,0.360000014,1,PROCESSING,Second Class,2016,1,6,10,41,0,2016,1,10,10,41,1
1,Late delivery,1,Consumer,Golf,0.479999989,3,COMPLETE,First Class,2015,4,22,17,11,0,2015,4,24,17,11,0
1,Late delivery,1,Consumer,Apparel,0.340000004,3,PENDING_PAYMENT,First Class,2015,3,3,16,12,0,2015,3,5,16,12,0
-1,Advance shipping,0,Corporate,Fitness,-0.25,4,PENDING,Standard Class,2015,4,17,22,37,0,2015,4,20,22,37,0
1,Late delivery,1,Consumer,Outdoors,0.02,3,COMPLETE,First Class,2015,3,13,20,44,0,2015,3,15,20,44,1
-2,Advance shipping,0,Consumer,Fan Shop,0.479999989,1,COMPLETE,Standard Class,2016,11,9,19,1,0,2016,11,11,19,1,0
1,Late delivery,1,Corporate,Apparel,0.25,1,ON_HOLD,First Class,2017,10,22,20,48,1,2017,10,24,20,48,0
2,Late delivery,1,Consumer,Golf,0.460000008,1,COMPLETE,Standard Class,2017,4,6,19,9,0,2017,4,12,19,9,0
0,Shipping on time,0,Home Office,Golf,0.349999994,3,PENDING,Standard Class,2016,10,21,2,45,0,2016,10,25,2,45,0
-1,Advance shipping,0,Consumer,Outdoors,0.209999993,3,COMPLETE,Standard Class,2015,10,10,15,1,1,2015,10,13,15,1,0
1,Late delivery,1,Consumer,Apparel,0.310000002,1,COMPLETE,Standard Class,2016,12,14,12,8,0,2016,12,19,12,8,0
2,Late delivery,1,Corporate,Fan Shop,0.300000012,1,COMPLETE,Standard Class,2016,3,18,10,35,0,2016,3,24,10,35,0
0,Shipping on time,0,Consumer,Outdoors,-0.219999999,3,PENDING_PAYMENT,Standard Class,2016,10,6,5,24,0,2016,10,10,5,24,0
2,Late delivery,1,Consumer,Apparel,0.349999994,3,COMPLETE,Standard Class,2015,9,22,11,53,0,2015,9,28,11,53,0
0,Shipping on time,0,Consumer,Golf,0.349999994,3,COMPLETE,Standard Class,2016,1,20,7,31,0,2016,1,24,7,31,1
1,Late delivery,1,Corporate,Apparel,-0.300000012,5,COMPLETE,First Class,2015,6,27,13,56,1,2015,6,29,13,56,0
0,Shipping on time,0,Corporate,Fitness,0.439999998,1,PROCESSING,Second Class,2017,12,3,17,57,1,2017,12,5,17,57,0
2,Shipping canceled,0,Consumer,Apparel,0.289999992,3,CANCELED,Standard Class,2016,2,27,5,21,1,2016,3,4,5,21,0
2,Late delivery,1,Consumer,Golf,-0.430000007,3,COMPLETE,Standard Class,2016,12,15,11,15,0,2016,12,21,11,15,0
0,Shipping on time,0,Consumer,Fan Shop,-0.189999998,2,PENDING_PAYMENT,Standard Class,2017,6,10,22,45,1,2017,6,14,22,45,0
1,Late delivery,1,Consumer,Fan Shop,0.430000007,1,PENDING_PAYMENT,First Class,2017,1,19,13,8,0,2017,1,21,13,8,1
0,Shipping on time,0,Corporate,Fan Shop,0.340000004,3,ON_HOLD,Standard Class,2017,3,23,19,53,0,2017,3,27,19,53,0
1,Late delivery,1,Corporate,Fan Shop,0.189999998,1,COMPLETE,First Class,2017,7,13,23,55,0,2017,7,15,23,55,1
2,Late delivery,1,Consumer,Footwear,0.0,1,PENDING_PAYMENT,Standard Class,2017,7,23,5,42,1,2017,7,29,5,42,1
1,Late delivery,1,Corporate,Golf,0.129999995,5,PENDING_PAYMENT,Standard Class,2015,9,29,15,12,0,2015,10,4,15,12,1
1,Late delivery,1,Consumer,Apparel,0.310000002,1,PENDING_PAYMENT,Second Class,2016,5,4,21,54,0,2016,5,7,21,54,1
2,Late delivery,1,Home Office,Golf,0.289999992,4,COMPLETE,Standard Class,2016,4,15,13,0,0,2016,4,21,13,0,0
4,Late delivery,1,Consumer,Fan Shop,0.25999999,1,COMPLETE,Second Class,2015,10,1,11,21,0,2015,10,7,11,21,0
0,Shipping on time,0,Consumer,Fan Shop,0.180000007,1,COMPLETE,Standard Class,2017,5,13,13,19,1,2017,5,17,13,19,0
0,Shipping on time,0,Corporate,Fan Shop,-0.550000012,1,PENDING_PAYMENT,Same Day,2017,4,16,10,23,1,2017,4,16,22,23,1
2,Late delivery,1,Consumer,Apparel,0.280000001,2,COMPLETE,Standard Class,2016,9,12,7,32,0,2016,9,18,7,32,1
2,Late delivery,1,Home Office,Fan Shop,0.140000001,1,COMPLETE,Standard Class,2016,11,18,14,37,0,2016,11,24,14,37,0
0,Shipping on time,0,Corporate,Golf,0.449999988,1,CLOSED,Standard Class,2015,10,24,3,26,1,2015,10,28,3,26,0
1,Late delivery,1,Consumer,Golf,0.460000008,2,COMPLETE,First Class,2017,1,19,11,23,0,2017,1,21,11,23,1
-1,Advance shipping,0,Corporate,Apparel,0.360000014,4,COMPLETE,Standard Class,2015,8,29,10,31,1,2015,9,1,10,31,0
0,Shipping on time,0,Consumer,Fan Shop,0.419999987,1,PENDING_PAYMENT,Standard Class,2015,8,23,16,29,1,2015,8,27,16,29,0
-1,Advance shipping,0,Consumer,Apparel,0.49000001,1,COMPLETE,Standard Class,2017,1,1,19,7,1,2017,1,4,19,7,0
0,Shipping canceled,0,Consumer,Outdoors,0.349999994,3,CANCELED,Standard Class,2015,1,24,5,44,1,2015,1,28,5,44,0
1,Late delivery,1,Consumer,Golf,0.360000014,5,COMPLETE,First Class,2017,3,5,8,41,1,2017,3,7,8,41,0
0,Shipping on time,0,Corporate,Footwear,0.289999992,5,PENDING,Same Day,2015,10,13,4,19,0,2015,10,13,16,19,0
0,Shipping on time,0,Corporate,Fan Shop,0.360000014,1,CLOSED,Second Class,2016,8,3,21,57,0,2016,8,5,21,57,0
3,Late delivery,1,Home Office,Golf,0.449999988,3,COMPLETE,Second Class,2016,5,18,8,55,0,2016,5,23,8,55,0
-1,Advance shipping,0,Consumer,Fan Shop,-0.479999989,4,ON_HOLD,Standard Class,2015,3,19,3,55,0,2015,3,22,3,55,1
1,Late delivery,1,Home Office,Apparel,0.479999989,4,COMPLETE,Second Class,2015,12,3,3,2,0,2015,12,6,3,2,1
-2,Advance shipping,0,Consumer,Golf,-0.430000007,4,COMPLETE,Standard Class,2016,1,25,12,56,0,2016,1,27,12,56,0
1,Late delivery,1,Home Office,Outdoors,0.460000008,5,ON_HOLD,Standard Class,2015,12,16,10,32,0,2015,12,21,10,32,0
0,Shipping on time,0,Consumer,Golf,0.050000001,2,PENDING_PAYMENT,Standard Class,2016,4,20,2,39,0,2016,4,24,2,39,1
2,Late delivery,1,Consumer,Fan Shop,0.059999999,4,COMPLETE,Standard Class,2017,7,4,15,0,0,2017,7,10,15,0,0
0,Shipping on time,0,Consumer,Footwear,-0.239999995,5,COMPLETE,Standard Class,2016,5,3,4,13,0,2016,5,7,4,13,1
-1,Advance shipping,0,Home Office,Golf,0.479999989,3,COMPLETE,Standard Class,2017,1,7,17,0,1,2017,1,10,17,0,0
-1,Advance shipping,0,Corporate,Fitness,0.360000014,4,CLOSED,Standard Class,2015,7,17,19,31,0,2015,7,20,19,31,0
4,Late delivery,1,Corporate,Fan Shop,0.439999998,1,CLOSED,Second Class,2017,5,7,21,23,1,2017,5,13,21,23,1
-1,Advance shipping,0,Home Office,Apparel,-0.699999988,1,COMPLETE,Standard Class,2017,3,18,23,55,1,2017,3,21,23,55,0
1,Late delivery,1,Consumer,Fan Shop,0.280000001,4,PENDING_PAYMENT,Standard Class,2017,7,18,20,14,0,2017,7,23,20,14,1
-2,Advance shipping,0,Consumer,Golf,0.5,1,CLOSED,Standard Class,2016,9,6,20,30,0,2016,9,8,20,30,0
2,Late delivery,1,Corporate,Apparel,0.289999992,5,COMPLETE,Second Class,2017,7,23,17,15,1,2017,7,27,17,15,0
1,Late delivery,1,Consumer,Apparel,0.129999995,1,ON_HOLD,Standard Class,2017,3,7,15,21,0,2017,3,12,15,21,1
1,Late delivery,1,Consumer,Footwear,0.479999989,4,COMPLETE,First Class,2017,5,19,23,50,0,2017,5,21,23,50,1
3,Late delivery,1,Home Office,Apparel,0.119999997,1,PENDING_PAYMENT,Second Class,2015,10,17,5,22,1,2015,10,22,5,22,0
-1,Shipping canceled,0,Consumer,Apparel,0.25999999,5,SUSPECTED_FRAUD,Standard Class,2015,10,23,23,35,0,2015,10,26,23,35,0
4,Late delivery,1,Consumer,Golf,0.49000001,3,PENDING_PAYMENT,Second Class,2016,9,19,19,58,0,2016,9,25,19,58,1
1,Late delivery,1,Consumer,Apparel,-0.079999998,3,PENDING_PAYMENT,First Class,2017,9,4,5,48,0,2017,9,6,5,48,0
0,Shipping on time,0,Consumer,Apparel,0.180000007,1,PROCESSING,Standard Class,2017,1,5,23,19,0,2017,1,9,23,19,0
0,Shipping on time,0,Consumer,Golf,0.439999998,4,COMPLETE,Second Class,2015,3,18,18,48,0,2015,3,20,18,48,0
2,Late delivery,1,Corporate,Footwear,0.430000007,4,PENDING_PAYMENT,Standard Class,2016,11,29,9,53,0,2016,12,5,9,53,0
1,Late delivery,1,Corporate,Outdoors,0.469999999,3,PENDING_PAYMENT,First Class,2016,1,25,5,56,0,2016,1,27,5,56,0
2,Late delivery,1,Corporate,Apparel,0.479999989,3,PENDING_PAYMENT,Second Class,2016,1,19,12,15,0,2016,1,23,12,15,1
1,Late delivery,1,Home Office,Fan Shop,0.230000004,1,PENDING_PAYMENT,Standard Class,2017,5,17,0,0,0,2017,5,22,0,0,0
1,Late delivery,1,Consumer,Golf,0.349999994,3,PENDING_PAYMENT,First Class,2016,4,21,13,20,0,2016,4,23,13,20,1
0,Shipping on time,0,Consumer,Fan Shop,0.349999994,1,PENDING,Standard Class,2016,5,20,0,52,0,2016,5,24,0,52,0
1,Late delivery,1,Corporate,Outdoors,0.150000006,4,CLOSED,Standard Class,2017,1,29,9,58,1,2017,2,3,9,58,0
-1,Advance shipping,0,Home Office,Fan Shop,0.449999988,4,PAYMENT_REVIEW,Standard Class,2017,4,30,9,40,1,2017,5,3,9,40,0
1,Late delivery,1,Consumer,Fan Shop,-1.549999952,1,COMPLETE,First Class,2017,1,27,1,34,0,2017,1,29,1,34,1
1,Late delivery,1,Consumer,Fan Shop,0.389999986,1,PENDING,Standard Class,2017,9,6,0,54,0,2017,9,11,0,54,0
4,Shipping canceled,0,Consumer,Apparel,-1.649999976,1,CANCELED,Second Class,2017,11,4,21,40,1,2017,11,10,21,40,0
0,Shipping on time,0,Consumer,Fan Shop,0.330000013,4,COMPLETE,Second Class,2015,11,10,23,54,0,2015,11,12,23,54,0
-2,Advance shipping,0,Home Office,Golf,0.439999998,3,PROCESSING,Standard Class,2016,6,1,1,12,0,2016,6,3,1,12,0
-2,Advance shipping,0,Consumer,Golf,-0.129999995,2,PENDING_PAYMENT,Standard Class,2017,8,23,11,47,0,2017,8,25,11,47,0
1,Late delivery,1,Consumer,Golf,0.289999992,2,COMPLETE,First Class,2016,4,10,6,52,1,2016,4,12,6,52,0
4,Late delivery,1,Corporate,Apparel,0.239999995,1,PENDING,Second Class,2015,2,8,5,33,1,2015,2,14,5,33,1
-1,Advance shipping,0,Corporate,Apparel,0.449999988,1,CLOSED,Standard Class,2017,5,9,9,8,0,2017,5,12,9,8,0
1,Late delivery,1,Consumer,Fan Shop,-0.550000012,1,PENDING_PAYMENT,Same Day,2017,4,11,14,46,0,2017,4,12,2,46,0
0,Shipping on time,0,Home Office,Apparel,0.460000008,1,PENDING,Standard Class,2016,8,23,5,6,0,2016,8,27,5,6,1
0,Shipping on time,0,Home Office,Fan Shop,0.280000001,2,PROCESSING,Standard Class,2015,10,20,4,50,0,2015,10,24,4,50,1
1,Late delivery,1,Consumer,Golf,-0.07,1,PENDING,First Class,2017,7,14,7,38,0,2017,7,16,7,38,1
1,Late delivery,1,Consumer,Fan Shop,0.300000012,2,PROCESSING,Standard Class,2016,8,22,17,12,0,2016,8,27,17,12,1
-2,Advance shipping,0,Consumer,Golf,0.180000007,4,PROCESSING,Standard Class,2017,3,19,18,50,1,2017,3,21,18,50,0
-1,Advance shipping,0,Consumer,Outdoors,0.49000001,5,PROCESSING,Standard Class,2015,11,8,2,11,1,2015,11,11,2,11,0
